,tweet,target
7470,issu elect gcommonwealth scam coalgat etc etc issu elect modi ka suit modi ka kurta modi ki smile modi ki foreign visit etc etc choic your trustbjp,0
7471,pdchina wrwre i am surpris india kms road dwarkaexpressway complet long year pmoindia modi narendramodiin central road minist nitingadkari fail get approv leav asid get road complet ironi road capit delhi,0
7473,modi fund nation secur inadequ budgetari alloc huge shortfal weapon ammunit amp store fund need prachar amp public budget modifailsnationalsecur bjp modimadedisast,1
7474,dear jaygalla modi govt built nationalwarmemori commemor martyr patel statu anoth opportun cri over compar fund amaravati,1
7475,pm modi first indian prime minist visit kumbh claim bjp cell head via altnew,1
7476,the salari soldier border increas sinc say prime minist modi,1
7477,bratrajan modi pmoindia bjp kill innoc homebuy immot bjp help fraud anil sharma send jailsham u modi yogi,0
7479,nation war memori armi chief kargil war vp malik prais pm modi keep poll promis,0
7480,jhasanjay rt think modi best prime minist parliamentari histori,1
7481,read know failur fail modi govern,0
7483,disappoint lack modi erotica internet porn it s begun,0
7485,modiinkumbh modi govt releas singl rupe rehabilit manual scaveng,1
7487,bjp win larger major bjp presid amitshah,1
7489,india wait bate breath hear honour pm modi agenda report card far india stori shape up get set newsrisingindia newsindia cnnnew,1
7490,arrestmehbooba fire extinguish modi capabl extinguish fire anytim amp anywher articlea amp articl abolish soon day faraway,0
7494,modi know worth braveheart,1
7497,kulbhushanjadhav freed icj blow pakistan amp big win modi govt great effort harish salvejai hind namo namo rssorg bhimyad shikhabhagwa,1
7499,manishtewari modi manish ji remov text contexti think modi prais vyapaari bit denounc soldier least feel say see here,1
7502,vkrmkatyal cnnnew incindia bjpindia amitshah actual bjp gain lot weightthey actual stand loc make wall,1
7503,pleas add empti bjp cell head pm modi first indian prime minist visit kumbh claim bjp cell head via altnew,1
7508,last rung polic hierarchi get honour highest rung govern india moment pride uppolic ndrfhq crpfindia constabl felicit hon ble pm sri modi ji valuabl contribut surakshitkumbh,1
7509,kumarkehav modi resign shah arrest,0
7510,modi strangest event elect polit parti shameless throw so call ideolog window one common polit ideolog get rid modi noth nation noth peopl regain power amp loot india,0
7518,congress declar waiv farm loan amount around rs crore howev waiv rs crore onli shri amitshah,1
7519,shahidmasooddr modi school diplomaci ban artist tourist play sport u won t trade u tri ban u everi intl event everyth amp anyth talk u issu hamper peac,0
7521,delhi pm modidef minist nirmala sitharaman three servic chief lay wreath nationalwarmemori,1
7525,yes mr gandhi great day talk this today pm modi inaugur war memori forefath couldn t even think,1
7526,moment extrem humil respect dedic peopl india proud pm shri modi ji transform swachh bharat abhiyan mass movement serv environ nation amp peopl modikumbhvisit,1
7527,pm modi unveil rs crore pmkisan cash scheme crore farmer allow rs farmer three instal annual n call congress loan waiver sham bcos congress think farmer welfar elect time,1
7530,ip offic commit suicid blame mamata banerje suicid note imagin outrag note name bjp minist arvindkejriw saviour democraci now,0
7531,chang india five year modi,1
7532,modi speech perfect reflect sentiment peopl congi traitor built memori famili member treat soldier like garbag amp held contempt,1
7533,took decad amp one modi realis india need nationalwarmemori pay tribut brave rather eulogis one famili newsrisingindia pmmodiatrisingindia shahonabpnew removearticleanda removetraitorsfromdu,1
7535,pm modi inaugur nation war memori delhi continu work toward make armi selfreli decis thought imposs earlier made possibl,0
7536,imag modi ji wash dalit feet emot imag hitler hug jewish girl,1
7538,priyankasur countri polar divid mani feel greater threat fellow countryman pakistani chines sad ugli realti modi,0
7540,modi mean busi finish india first real nationalwarmemori get inaugur next hour would must visit place million,1
7542,wakeuphindu ushaomji shame modi,0
7543,pm modi nation war memori delhi histor place pay tribut brave soldier lost live pulwama braveheart sacrific protect india,0
7546,rahuljain vinaygar rkam timesofindia ha ha ha chang track now question re salut answer presid amp pm pay homag alreadi state tweet wrong modi guilti same,1
7547,vote modi ji talk irrelev thing modi ji alreadi book india radio may last sunday mann ki baat,1
7548,bjp bjd blame price rise common man bear brunt inflat rise price essenti commod affect life tell us repli messag,0
7549,warm welcom hon ble prime minist india sri modi ji arriv kumbh prayagraj pminkumbh pmoindia modi upgovt uppolic kumbhmelapolic kumbh divyakumbh surakshitkumbh kumbhmela chalokumbhchalein,1
7550,modi era book releasedpleas see read share much possibl book avail print well e book format amazon flipkart kindl googl play store kobo ibook modiera modi pankajnamo,1
7551,modi perfect christian oscar actor now seen rehears christian holi week sunday april saturday april foot wash also call wash feet religi rite practic hierarchi roman cathol church modi convert,1
7555,guangdong jiangsu gdp larger indiawith logic day dream india equal china pakistan must know last year modi govt china ad trillion whole economi india russia amp iran combin,1
7559,wrong lie lie lie offer bjp offer around develop toilet poor year near month bank account lpg gas reach electr low inflat communal twitter increas word limit pleas,0
7560,watch yog guru ramdev react prime minist modi wash feet sanit worker prayagraj yesterday,1
7562,who is best pm india ever had rt modi like jawaharl nehru,1
7564,bjp will ensur ram templ built ayodhya soon say bjp presid shri amitshah ji,1
7567,kulbhushan jadhav freed intern court justic big win india modi gover great effort harish salv jai hind,1
7568,mehbooba mufti warn modi govt disastr consequ section a touch open run antiindia campaign attack tricolour say jampk shall forc pick flag tiranga threaten use violenc seen sinc,0
7570,arrestmehbooba a creat spineless congress amp could dare abolish due fear lose vote bank minor india need strong leadership like pm modi abolish a articl,0
7573,pm modi critic data job issu newsrisingindia,0
7574,even occas india pay respect long overdu memori fallen soldier kapilsib incindia find challeng dredg modicum grace shame deracin nationalwarmemori,0
7576,himach delhi work togeth pm modi merapannameraabhiman,1
7577,war destruct young offic pakistan armi readi protect defend motherlandleav battl ground take posit case attack modi sarkar pls pray pakistan armi offic amp jawan allah bless ameen,0
7578,pm modi s request saudi crown princ order releas indian prison,0
7581,thank warm wish dear modi ji best wish amp god bless,1
7585,modi govt vehement oppos salari hike crpf sc declin crpfs request airlift jawan bjp leader open declar want convert public sentiment pulwamaattack vote bjp sink lower,0
7586,respect honour pm modi ji jammu citizen india first request kind removearticl solut problem kashmir articl remov jammu sir bharat mata ki jai,1
7587,modi say our fight terror amp enemi human,0
7588,bdutt modi suppos leav polit polit reason congress build nationalwarmemori last decad he pm everi right appris nation wrong while rectifi act smart,0
7591,nationalwarmemori pm modi inaugur nation war memori delhi,0
7592,receiv warm welcom mla sh chouhan humnabad circuit hous met bjp karyakarta,1
7594,pmo detail pm modi s media interact live interview press confer four year cours detail would embarrass inch,0
7595,askanshul still tamil never vote modi tamil pride narrat fabric christian missionari control peopl mindset,1
7596,modi honbl pm modi ji promis orop fullfil you promis nationalwarmemori today fillfil congress govtwa fail fullfil think famili first nation first bjpindia,0
7597,mannkibaat modi launch pmkisan yojna congress call bribe vote pm honour safai karamchari abl send strongest msg elect season modikumbhvisit kumbh prayagraj verdictonmodi,1
7598,bdutt ratansharda modi well said pray ram kali durga krishna ranganatha amman templ india modi amitshah bjpindia rssorg want rkhuria pbhushan sumanthraman tvmohandaspai sanjayuvacha halindia kiranshaw prameshjain prakashraaj fayedsouza chitrasd,1
7599,nationalwarmemori soldier alway taken attack themselv accept challeng given befit respons pm modi tune watch here,0
7600,pm modi wait hatr rise street turn hashtag exhaust critic peopl almost given look leader longer matter speak bjp nomo,0
7601,countri face setback year pm modi vote power say defenc minist nsitharaman,1
7604,modi ji pleas spare thought poor adivasi thrown abod govern apathi go jumbo media conting today kumbh perform photoop like wash feet,0
7605,light inaugur lamp sh b s yeddyurappa bjp state presid karnataka sh bhagwanth khuba mp humnabad leader shakti kendra samavesh ramachandra veerappa colleg humnabad,1
7606,pawan khera modi sold tea kettl worth lakh,1
7607,arrestmehbooba worst kind leader jk got dont know bjp got allianc her,1
7609,prepar rss support congress candid punjabjkgujaratupharyana rss never let congress weak die support quest power besid bjp mani rss leader open say so,1
7610,proud moment everi indian see pm modi ji receiv prestigi seoul peac prize award confer honour prime minist indic far reach impact polici reform india implement strong abl leadership,1
7611,bjp gut arrestmehbooba,1
7612,pm modi dedic nation war memori nation via namo app,0
7615,six decad wait nationalwarmemori inaugur februari modi ji watch visual tour nationalwarmemori modi ji feel respect arm forc modinewindia,1
7616,myogiadityanath modi thought bjp govt slow wrong ghaziabad metro readi sinc last month inaugr yadavakhilesh dmghaziabad ghaziabadmetro,0
7618,tyagi ji ka ladka got arrest oppos put bjp flag local,0
7619,mrindian gurmeetkanw rohinisgh pmoindia last part shot modi eat away honor presid india inaugur war memori final institut rashtrapati bhawan ignor,0
7620,call violenc indian state sedit it bjp nurtur traitor amp venom snake milk bite hand feed them time correct blunder redeem scrapa dump,1
